index,spark.executor.memory,spark.driver.memory,spark.executor.cores,spark.default.parallelism,spark.driver.supervise,spark.shuffle.io.maxRetries,spark.memory.useLegacyMode,spark.driver.maxResultSize,spark.driver.cores,duration,dataSize(G),N_Node,N_Neis,Node_fetures
179,4,4,7,5,1,27,0,7,2,307.309,10,0,1,88 8 
180,8,8,5,18,0,11,0,13,8,374.017,10,0,1,88 8 
181,8,8,2,23,0,27,1,12,8,354.327,10,0,1,88 8 
182,8,4,2,23,1,36,0,2,5,660.529,10,0,1,88 8 
183,8,2,1,15,1,30,0,4,4,465.211,10,0,1,88 8 
184,8,8,7,21,0,15,1,1,9,598.283,10,0,1,88 8 
185,1,8,8,12,1,15,1,13,9,402.075,10,0,1,88 8 
186,2,2,5,8,0,26,1,8,7,486.148,10,0,1,88 8 
187,8,8,1,16,0,12,0,12,9,346.45099999999996,10,0,1,88 8 
188,4,8,3,13,1,39,1,10,9,421.151,10,0,1,88 8 
189,8,8,6,21,0,38,1,1,6,328.967,10,0,1,88 8 
190,2,1,5,28,0,22,0,4,8,283.753,10,0,1,88 8 
191,1,1,7,8,0,34,0,3,5,224.76,10,0,1,88 8 
192,2,4,5,5,0,18,0,10,1,374.30199999999996,10,0,1,88 8 
193,1,4,3,9,1,41,0,2,5,255.516,10,0,1,88 8 
194,4,8,1,29,0,27,1,11,8,444.087,10,0,1,88 8 
195,1,4,1,17,0,35,0,14,5,776.12,10,0,1,88 8 
196,4,4,5,21,1,44,0,1,2,504.2,10,0,1,88 8 
197,4,2,6,28,1,32,1,8,5,447.05400000000003,10,0,1,88 8 
198,8,2,6,26,0,23,1,10,7,366.744,10,0,1,88 8 
199,4,4,2,16,0,26,0,9,9,478.98199999999997,10,0,1,88 8 
200,4,4,3,5,0,10,0,4,2,399.25699999999995,10,0,1,88 8 
201,4,8,4,26,0,29,0,14,6,346.01199999999994,10,0,1,88 8 
202,4,8,8,11,1,43,1,10,9,300.195,10,0,1,88 8 
203,1,4,8,6,1,35,1,7,7,238.421,10,0,1,88 8 
204,4,8,7,14,1,15,1,9,9,303.964,10,0,1,88 8 
205,2,4,4,2,0,46,0,2,6,249.17,10,0,1,88 8 
206,1,8,8,7,1,13,0,7,9,305.067,10,0,1,88 8 
207,2,1,2,7,0,22,0,8,6,313.88599999999997,10,0,1,88 8 
208,1,8,5,17,0,28,1,5,4,278.639,10,0,1,88 8 
209,2,8,5,28,0,45,0,4,2,264.62,10,0,1,88 8 
210,8,4,4,16,1,7,0,8,3,307.23400000000004,10,0,1,88 8 
211,2,2,3,9,1,28,0,5,6,303.41,10,0,1,88 8 
212,4,4,6,9,0,46,1,2,1,373.185,10,0,1,88 8 
213,8,2,6,16,0,3,1,6,7,281.172,10,0,1,88 8 
214,4,2,5,24,1,15,0,13,9,268.279,10,0,1,88 8 
215,8,1,1,26,0,34,1,14,3,391.298,10,0,1,88 8 
